model,epoch,train_loss,val_loss,best_epoch,fit_seconds
GRU,53,0.04247987037524581,0.0781189426779747,72,6.671703100204468
GRU,54,0.04494101826899818,0.0641024112701416,72,6.671703100204468
GRU,55,0.04305153779153313,0.06610390543937683,72,6.671703100204468
GRU,56,0.0443203731972192,0.0730721727013588,72,6.671703100204468
GRU,57,0.041637307831219265,0.07336556166410446,72,6.671703100204468
GRU,58,0.041424641551982076,0.07294100522994995,72,6.671703100204468
GRU,59,0.043374360272926946,0.07066610455513,72,6.671703100204468
GRU,60,0.04097879305481911,0.06523028016090393,72,6.671703100204468
GRU,61,0.04101215236421142,0.07410228252410889,72,6.671703100204468
GRU,62,0.04113685160077044,0.06307945400476456,72,6.671703100204468
GRU,63,0.04059297388552555,0.05995835363864899,72,6.671703100204468
GRU,64,0.038436307039644034,0.07476970553398132,72,6.671703100204468
GRU,65,0.039094354425157817,0.06917090713977814,72,6.671703100204468
GRU,66,0.0379932187830231,0.0794152319431305,72,6.671703100204468
GRU,67,0.04047817434184253,0.07326015830039978,72,6.671703100204468
GRU,68,0.04367020160758069,0.06824683398008347,72,6.671703100204468
GRU,69,0.04423340017508183,0.07161687314510345,72,6.671703100204468
GRU,70,0.03738953711997185,0.0701158195734024,72,6.671703100204468
GRU,71,0.03767922440809863,0.08723759651184082,72,6.671703100204468
GRU,72,0.03736345596345408,0.05950802564620972,72,6.671703100204468
GRU,73,0.03849584732337722,0.06805828213691711,72,6.671703100204468
GRU,74,0.03852883560050811,0.06747230142354965,72,6.671703100204468
GRU,75,0.03744750163917031,0.06779918819665909,72,6.671703100204468
GRU,76,0.037826326941805224,0.06323809921741486,72,6.671703100204468
GRU,77,0.038311157042958906,0.07052832096815109,72,6.671703100204468
GRU,78,0.03662917463641081,0.06588719040155411,72,6.671703100204468
GRU,79,0.0376801118919892,0.07272946089506149,72,6.671703100204468
GRU,80,0.039886731055698225,0.06787602603435516,72,6.671703100204468
GRU,81,0.034671098891911764,0.07411383837461472,72,6.671703100204468
GRU,82,0.03494834427588752,0.07302063703536987,72,6.671703100204468
GRU,83,0.03943350771442056,0.06447292119264603,72,6.671703100204468
GRU,84,0.03527267150846975,0.07698576152324677,72,6.671703100204468
GRU,85,0.03392353078483471,0.0791379064321518,72,6.671703100204468
GRU,86,0.036163695921589224,0.06889817118644714,72,6.671703100204468
GRU,87,0.03745525662920305,0.07651518285274506,72,6.671703100204468
GRU,88,0.03514821222051978,0.07703489065170288,72,6.671703100204468
GRU,89,0.034811888255977204,0.07239701598882675,72,6.671703100204468
GRU,90,0.03605290748445051,0.06748802214860916,72,6.671703100204468
LSTM,1,0.3478323918368135,0.5078445076942444,60,6.1067821979522705
LSTM,2,0.2743806958730732,0.400594562292099,60,6.1067821979522705
LSTM,3,0.22344872914254665,0.30647316575050354,60,6.1067821979522705
LSTM,4,0.19194652060312883,0.2572290599346161,60,6.1067821979522705
LSTM,5,0.16968667001596519,0.22755248844623566,60,6.1067821979522705
LSTM,6,0.14694233318524702,0.19941380620002747,60,6.1067821979522705
LSTM,7,0.13109799727265323,0.18468791246414185,60,6.1067821979522705
LSTM,8,0.11755965596863202,0.17740805447101593,60,6.1067821979522705
LSTM,9,0.10392410667347056,0.1688859909772873,60,6.1067821979522705
LSTM,10,0.09897517705602306,0.15804335474967957,60,6.1067821979522705
LSTM,11,0.08873694735978331,0.15812131762504578,60,6.1067821979522705
LSTM,12,0.08691283315420151,0.15275925397872925,60,6.1067821979522705
LSTM,13,0.08004056555884224,0.1480267494916916,60,6.1067821979522705
LSTM,14,0.07571376767009497,0.14116285741329193,60,6.1067821979522705
LSTM,15,0.06937334679865412,0.13540774583816528,60,6.1067821979522705
LSTM,16,0.07144232293856996,0.12941400706768036,60,6.1067821979522705
LSTM,17,0.0628732828689473,0.12322336435317993,60,6.1067821979522705
LSTM,18,0.06148192013746926,0.11851782351732254,60,6.1067821979522705
LSTM,19,0.061160227084266286,0.11917667090892792,60,6.1067821979522705
LSTM,20,0.061059120510305674,0.11551409214735031,60,6.1067821979522705
LSTM,21,0.05633412707330925,0.11802546679973602,60,6.1067821979522705
LSTM,22,0.05732043859149728,0.1196535974740982,60,6.1067821979522705
LSTM,23,0.05480203617896352,0.11505699902772903,60,6.1067821979522705
LSTM,24,0.053132364127252786,0.1029883325099945,60,6.1067821979522705
LSTM,25,0.05249865539371967,0.10276833176612854,60,6.1067821979522705
LSTM,26,0.05480239833039897,0.11571720987558365,60,6.1067821979522705
LSTM,27,0.053426054871774147,0.09747298061847687,60,6.1067821979522705
LSTM,28,0.04749479277857712,0.09773161262273788,60,6.1067821979522705
LSTM,29,0.051198379535760195,0.09222280234098434,60,6.1067821979522705
LSTM,30,0.04978464377511825,0.09331478923559189,60,6.1067821979522705
LSTM,31,0.05202862746747477,0.08893926441669464,60,6.1067821979522705
LSTM,32,0.04901760131386774,0.08498813211917877,60,6.1067821979522705
LSTM,33,0.04737861427877631,0.08429768681526184,60,6.1067821979522705
LSTM,34,0.04528948551576052,0.09342849254608154,60,6.1067821979522705
LSTM,35,0.04301842737809888,0.08960600197315216,60,6.1067821979522705
LSTM,36,0.046044564938970974,0.08990228176116943,60,6.1067821979522705
LSTM,37,0.04496750920744879,0.08042410016059875,60,6.1067821979522705
LSTM,38,0.04469768949119108,0.08408866822719574,60,6.1067821979522705
LSTM,39,0.044045269821903536,0.07706397771835327,60,6.1067821979522705
LSTM,40,0.04208193373467241,0.08710814267396927,60,6.1067821979522705
LSTM,41,0.04095579497516155,0.0799095407128334,60,6.1067821979522705
LSTM,42,0.04157098153206919,0.07617765665054321,60,6.1067821979522705
LSTM,43,0.04214905172453395,0.07916365563869476,60,6.1067821979522705
LSTM,44,0.04311131396596985,0.07469994574785233,60,6.1067821979522705
LSTM,45,0.044426203572324345,0.07278645038604736,60,6.1067821979522705
LSTM,46,0.043113256472029855,0.07626479119062424,60,6.1067821979522705
LSTM,47,0.040001082699745893,0.07600923627614975,60,6.1067821979522705
LSTM,48,0.0402918389466192,0.06870690733194351,60,6.1067821979522705
LSTM,49,0.04109818198984223,0.06539028882980347,60,6.1067821979522705
LSTM,50,0.04154048870051546,0.07079700380563736,60,6.1067821979522705
LSTM,51,0.039188810624182224,0.07140907645225525,60,6.1067821979522705
LSTM,52,0.03615673175746841,0.07013178616762161,60,6.1067821979522705
LSTM,53,0.038906589549567015,0.06913439929485321,60,6.1067821979522705
LSTM,54,0.03726590002354767,0.06768545508384705,60,6.1067821979522705
LSTM,55,0.03879201395570168,0.06264639645814896,60,6.1067821979522705
LSTM,56,0.03541595821401903,0.06470683962106705,60,6.1067821979522705
LSTM,57,0.03669515039239611,0.07670379430055618,60,6.1067821979522705
LSTM,58,0.03394860840801682,0.07370682805776596,60,6.1067821979522705
LSTM,59,0.03653237739178751,0.06373511254787445,60,6.1067821979522705
LSTM,60,0.037417807815862555,0.05987066403031349,60,6.1067821979522705
LSTM,61,0.03498915516372238,0.07059283554553986,60,6.1067821979522705
LSTM,62,0.03968231310136616,0.06573333591222763,60,6.1067821979522705
LSTM,63,0.03387867656004216,0.07136932015419006,60,6.1067821979522705
LSTM,64,0.03494151651726237,0.0637911707162857,60,6.1067821979522705
LSTM,65,0.036566489143297076,0.07189293205738068,60,6.1067821979522705
LSTM,66,0.03469457763380238,0.06409071385860443,60,6.1067821979522705
LSTM,67,0.033478661839451106,0.06263233721256256,60,6.1067821979522705
LSTM,68,0.03493697099786784,0.07103481888771057,60,6.1067821979522705
LSTM,69,0.036260262464306185,0.06727849692106247,60,6.1067821979522705
LSTM,70,0.032263469982094,0.07213061302900314,60,6.1067821979522705
LSTM,71,0.032696267190788476,0.06874091923236847,60,6.1067821979522705
LSTM,72,0.03141217592305371,0.06829407066106796,60,6.1067821979522705
LSTM,73,0.03066112969203719,0.06702690571546555,60,6.1067821979522705
LSTM,74,0.03522952878847718,0.06766725331544876,60,6.1067821979522705
LSTM,75,0.0331141974311322,0.06344788521528244,60,6.1067821979522705
LSTM,76,0.032938020337106924,0.06600578129291534,60,6.1067821979522705
LSTM,77,0.03284420784828918,0.061496034264564514,60,6.1067821979522705
LSTM,78,0.029016732038663968,0.061782997101545334,60,6.1067821979522705
Attention-GRU,1,0.316173542290926,0.4026205837726593,45,5.789595127105713
Attention-GRU,2,0.24416653545839445,0.3297346532344818,45,5.789595127105713
Attention-GRU,3,0.23087458152856147,0.33361783623695374,45,5.789595127105713
Attention-GRU,4,0.22230071015655994,0.33573269844055176,45,5.789595127105713
Attention-GRU,5,0.21477032452821732,0.3282286822795868,45,5.789595127105713
Attention-GRU,6,0.20718171394297055,0.3216806948184967,45,5.789595127105713
Attention-GRU,7,0.2031486380313124,0.317721962928772,45,5.789595127105713
Attention-GRU,8,0.19858230810080255,0.32115882635116577,45,5.789595127105713
Attention-GRU,9,0.19742655168686593,0.3208867311477661,45,5.789595127105713
Attention-GRU,10,0.1915270680827754,0.30441078543663025,45,5.789595127105713
Attention-GRU,11,0.18249287083745003,0.3025955259799957,45,5.789595127105713
Attention-GRU,12,0.17622070174132073,0.3047391474246979,45,5.789595127105713
Attention-GRU,13,0.1717237920633384,0.3170960545539856,45,5.789595127105713
Attention-GRU,14,0.16012974296297347,0.29781919717788696,45,5.789595127105713
Attention-GRU,15,0.1528377892183406,0.32039767503738403,45,5.789595127105713
Attention-GRU,16,0.151354133816702,0.30855605006217957,45,5.789595127105713
Attention-GRU,17,0.14248334430158138,0.32159745693206787,45,5.789595127105713
Attention-GRU,18,0.1412412471004895,0.31076177954673767,45,5.789595127105713
Attention-GRU,19,0.1399031507649592,0.2876923978328705,45,5.789595127105713
Attention-GRU,20,0.13635346293449402,0.33788636326789856,45,5.789595127105713
Attention-GRU,21,0.13380125697169984,0.30977603793144226,45,5.789595127105713
Attention-GRU,22,0.1310004432286535,0.34944871068000793,45,5.789595127105713
Attention-GRU,23,0.12919882871210575,0.28385549783706665,45,5.789595127105713
Attention-GRU,24,0.1280419271705406,0.26793456077575684,45,5.789595127105713
Attention-GRU,25,0.12723321786948613,0.2657003402709961,45,5.789595127105713
Attention-GRU,26,0.12438512673335415,0.27920153737068176,45,5.789595127105713
Attention-GRU,27,0.11597955812300954,0.3000711500644684,45,5.789595127105713
Attention-GRU,28,0.11803806107491255,0.28426000475883484,45,5.789595127105713
Attention-GRU,29,0.11696657139275755,0.24768471717834473,45,5.789595127105713
Attention-GRU,30,0.1181657760004912,0.2293846160173416,45,5.789595127105713
Attention-GRU,31,0.10994680957602603,0.26128095388412476,45,5.789595127105713
Attention-GRU,32,0.10903847024642996,0.22841955721378326,45,5.789595127105713
Attention-GRU,33,0.10897069983184338,0.2311108559370041,45,5.789595127105713
Attention-GRU,34,0.10894263389387301,0.23306839168071747,45,5.789595127105713
Attention-GRU,35,0.10495165868529252,0.2794231176376343,45,5.789595127105713
Attention-GRU,36,0.10482794891244598,0.3045918643474579,45,5.789595127105713
Attention-GRU,37,0.10131629210497652,0.22947420179843903,45,5.789595127105713
Attention-GRU,38,0.10198349891496557,0.30140605568885803,45,5.789595127105713
Attention-GRU,39,0.10126132079000984,0.21459805965423584,45,5.789595127105713
Attention-GRU,40,0.10462590027600527,0.2527424097061157,45,5.789595127105713
Attention-GRU,41,0.10247421331171479,0.29567915201187134,45,5.789595127105713
Attention-GRU,42,0.10061558256191867,0.24016991257667542,45,5.789595127105713
Attention-GRU,43,0.1005329272842833,0.21277733147144318,45,5.789595127105713
Attention-GRU,44,0.0949029138843928,0.28140780329704285,45,5.789595127105713
Attention-GRU,45,0.09886916992919785,0.20172354578971863,45,5.789595127105713
Attention-GRU,46,0.1010922978499106,0.22206582129001617,45,5.789595127105713
Attention-GRU,47,0.09412604690130268,0.28263014554977417,45,5.789595127105713
Attention-GRU,48,0.09716931976644057,0.2967725992202759,45,5.789595127105713
Attention-GRU,49,0.0964370874155845,0.22038298845291138,45,5.789595127105713
Attention-GRU,50,0.09607751773936409,0.3003162741661072,45,5.789595127105713
Attention-GRU,51,0.09163657589150327,0.283415824174881,45,5.789595127105713
Attention-GRU,52,0.0973945168246116,0.2484419345855713,45,5.789595127105713
Attention-GRU,53,0.09201165421732835,0.2859288454055786,45,5.789595127105713
Attention-GRU,54,0.09055363732789244,0.2933158278465271,45,5.789595127105713
Attention-GRU,55,0.09144211946321386,0.3270875811576843,45,5.789595127105713
Attention-GRU,56,0.09104369154998235,0.28252705931663513,45,5.789595127105713
Attention-GRU,57,0.08740634258304324,0.35474392771720886,45,5.789595127105713
Attention-GRU,58,0.08980786414550883,0.2725805640220642,45,5.789595127105713
Attention-GRU,59,0.08764073265982526,0.2821505069732666,45,5.789595127105713
Attention-GRU,60,0.08623721257650427,0.2666119337081909,45,5.789595127105713
Attention-GRU,61,0.08682937161730868,0.3071257472038269,45,5.789595127105713
Attention-GRU,62,0.0850727019299354,0.30951666831970215,45,5.789595127105713
Attention-GRU,63,0.08766299432941846,0.3128698170185089,45,5.789595127105713
